Key,Translation
ProjectileName.MagnetSphereBall,Magnet Sphere
ProjectileName.MagnetSphereBolt,Magnet Sphere
ProjectileName.ManaCloakStar,Mana Cloak
ProjectileName.MartianTurretBolt,Electric Bolt
ProjectileName.MartianWalkerLaser,Laser Ray
ProjectileName.MechanicalPiranha,Mechanical Piranha
ProjectileName.MechanicWrench,Mechanic's Wrench
ProjectileName.MedusaHead,Medusa Ray
ProjectileName.MedusaHeadRay,Medusa Ray
ProjectileName.Meowmere,Meowmere
ProjectileName.Meteor1,Meteor
ProjectileName.Meteor2,Meteor
ProjectileName.Meteor3,Meteor
ProjectileName.MeteorShot,Meteor Shot
ProjectileName.MinecartMechLaser,Minecart Laser
ProjectileName.MiniMinotaur,Mini Minotaur
ProjectileName.MiniNukeGrenadeI,Grenade
ProjectileName.MiniNukeGrenadeII,Grenade
ProjectileName.MiniNukeMineI,Proximity Mine
ProjectileName.MiniNukeMineII,Proximity Mine
ProjectileName.MiniNukeRocketI,Rocket
ProjectileName.MiniNukeRocketII,Rocket
ProjectileName.MiniNukeSnowmanRocketI,Rocket
ProjectileName.MiniNukeSnowmanRocketII,Rocket
ProjectileName.MiniRetinaLaser,Mini Retina Laser
ProjectileName.MiniSharkron,Mini Sharkron
ProjectileName.Missile,Missile
ProjectileName.MolotovCocktail,Molotov Cocktail
ProjectileName.MolotovFire,Molotov Fire
ProjectileName.MolotovFire2,Molotov Fire
ProjectileName.MolotovFire3,Molotov Fire
ProjectileName.MonkStaffT1,Sleepy Octopod
ProjectileName.MonkStaffT1Explosion,Pole Smash
ProjectileName.MonkStaffT2,Ghastly Glaive
ProjectileName.MonkStaffT2Ghast,Ghast
ProjectileName.MonkStaffT3,Sky Dragon's Fury
ProjectileName.MonkStaffT3_Alt,Sky Dragon's Fury
ProjectileName.MonkStaffT3_AltShot,Sky Dragon's Fury
ProjectileName.MoonLeech,Moon Leech
ProjectileName.MoonlordArrow,Luminite Arrow
ProjectileName.MoonlordArrowTrail,Luminite Arrow
ProjectileName.MoonlordBullet,Luminite Bullet
ProjectileName.MoonlordTurret,Lunar Portal
ProjectileName.MoonlordTurretLaser,Lunar Portal Laser
ProjectileName.MudBall,Mud Ball
ProjectileName.Mushroom,Mushroom
ProjectileName.MushroomSpear,Mushroom Spear
ProjectileName.MushroomSpray,Mushroom Spray
ProjectileName.MythrilChainsaw,Mythril Chainsaw
ProjectileName.MythrilDrill,Mythril Drill
ProjectileName.MythrilHalberd,Mythril Halberd
ProjectileName.Nail,Nail
ProjectileName.NailFriendly,Nail
ProjectileName.NanoBullet,Nano Bullet
ProjectileName.NebulaArcanum,Nebula Arcanum
ProjectileName.NebulaArcanumExplosionShot,Nebula Arcanum
ProjectileName.NebulaArcanumExplosionShotShard,Nebula Arcanum
ProjectileName.NebulaArcanumSubshot,Nebula Arcanum
ProjectileName.NebulaBlaze1,Nebula Blaze
ProjectileName.NebulaBlaze2,Nebula Blaze Ex
ProjectileName.NebulaBolt,Nebula Piercer
ProjectileName.NebulaChainsaw,Nebula Chainsaw
ProjectileName.NebulaDrill,Nebula Drill
ProjectileName.NebulaEye,Nebula Eye
ProjectileName.NebulaLaser,Nebula Laser
ProjectileName.NebulaSphere,Nebula Sphere
ProjectileName.NettleBurstEnd,Nettle Burst
ProjectileName.NettleBurstLeft,Nettle Burst
ProjectileName.NettleBurstRight,Nettle Burst
ProjectileName.NightBeam,Night Beam
ProjectileName.None,
ProjectileName.NorthPoleSnowflake,North Pole
ProjectileName.NorthPoleSpear,North Pole
ProjectileName.NorthPoleWeapon,North Pole
ProjectileName.NurseSyringeHeal,Syringe
ProjectileName.NurseSyringeHurt,Syringe
ProjectileName.Obelisk,Tombstone
ProjectileName.ObsidianSwordfish,Obsidian Swordfish
ProjectileName.OneEyedPirate,One Eyed Pirate
ProjectileName.OrichalcumChainsaw,Orichalcum Chainsaw
ProjectileName.OrichalcumDrill,Orichalcum Drill
ProjectileName.OrichalcumHalberd,Orichalcum Halberd
ProjectileName.OrnamentFriendly,Ornament
ProjectileName.OrnamentHostile,Ornament
ProjectileName.OrnamentHostileShrapnel,Ornament
ProjectileName.OrnamentStar,Ornament
ProjectileName.PainterPaintball,Paintball
ProjectileName.PaladinsHammerFriendly,Paladin's Hammer
ProjectileName.PaladinsHammerHostile,Paladin's Hammer
ProjectileName.PalladiumChainsaw,Palladium Chainsaw
ProjectileName.PalladiumDrill,Palladium Drill
ProjectileName.PalladiumPike,Palladium Pike
ProjectileName.PaperAirplaneA,Paper Airplane
ProjectileName.PaperAirplaneB,Paper Airplane
ProjectileName.Parrot,Parrot
ProjectileName.PartyBullet,Party Bullet
ProjectileName.PartyGirlGrenade,Confetti Grenade
ProjectileName.PearlSandBallFalling,Pearl Sand Ball
ProjectileName.PearlSandBallGun,Pearl Sand Ball
ProjectileName.Penguin,Penguin
ProjectileName.PetLizard,Pet Lizard
ProjectileName.Phantasm,Phantasm
ProjectileName.PhantasmalBolt,Phantasmal Bolt
ProjectileName.PhantasmalDeathray,Phantasmal Deathray
ProjectileName.PhantasmalEye,Phantasmal Eye
ProjectileName.PhantasmalSphere,Phantasmal Sphere
ProjectileName.PhantasmArrow,Phantasm
ProjectileName.PhasicWarpDisc,
ProjectileName.PhasicWarpEjector,
ProjectileName.PiercingStarlight,Starlight
ProjectileName.PineNeedleFriendly,Pine Needle
ProjectileName.PineNeedleHostile,Pine Needle
ProjectileName.PinkDungeonDebris,Debris
ProjectileName.PinkFairy,Pink Fairy
ProjectileName.PinkLaser,Pink Laser
ProjectileName.PirateCaptain,Pirate Captain
ProjectileName.PlatinumCoin,Platinum Coin
ProjectileName.PlatinumCoinsFalling,Platinum Coins
ProjectileName.PlatinumShortswordStab,Platinum Shortsword
ProjectileName.PoisonDart,Poison Dart
ProjectileName.PoisonDartBlowgun,Poison Dart
ProjectileName.PoisonDartTrap,Poison Dart
ProjectileName.PoisonedKnife,Poisoned Knife
ProjectileName.PoisonFang,Poison Fang
ProjectileName.PoisonSeedPlantera,Poison Seed
ProjectileName.PortalGun,Portal Gun
ProjectileName.PortalGunBolt,Portal Bolt
ProjectileName.PortalGunGate,Portal Gate
ProjectileName.PossessedHatchet,Possessed Hatchet
ProjectileName.Present,Present
ProjectileName.PrincessWeapon,Royal Resonance
ProjectileName.ProximityMineI,Proximity Mine
ProjectileName.ProximityMineII,Proximity Mine
ProjectileName.ProximityMineIII,Proximity Mine
ProjectileName.ProximityMineIV,Proximity Mine
ProjectileName.PulseBolt,Pulse Bolt
ProjectileName.Puppy,Puppy
ProjectileName.PureSpray,Pure Spray
ProjectileName.PurificationPowder,Purification Powder
ProjectileName.PurpleCounterweight,Counterweight
ProjectileName.PurpleLaser,Purple Laser
ProjectileName.Pygmy,Pygmy
ProjectileName.Pygmy2,Pygmy
ProjectileName.Pygmy3,Pygmy
ProjectileName.Pygmy4,Pygmy
ProjectileName.PygmySpear,Pygmy
ProjectileName.QuarterNote,Note
ProjectileName.QueenBeeStinger,Queen Bee's Stinger
ProjectileName.QueenSlimeGelAttack,Regal Gel
ProjectileName.QueenSlimeMinionBlueSpike,Crystal Spike
ProjectileName.QueenSlimeMinionPinkBall,Bouncy Gel
ProjectileName.QueenSlimeSmash,Queenly Smash
ProjectileName.RainbowBack,Rainbow
ProjectileName.RainbowCrystal,Rainbow Crystal
ProjectileName.RainbowCrystalExplosion,Rainbow Explosion
ProjectileName.RainbowFront,Rainbow
ProjectileName.RainbowRodBullet,Rainbow
ProjectileName.RainbowWhip,Kaleidoscope
ProjectileName.RainCloudMoving,Rain Cloud
ProjectileName.RainCloudRaining,Rain Cloud
ProjectileName.RainFriendly,Rain
ProjectileName.RainNimbus,Rain
ProjectileName.Rally,Yoyo
ProjectileName.Raven,Raven
ProjectileName.RayGunnerLaser,Laser Ray
ProjectileName.RedCounterweight,Counterweight
ProjectileName.RedsYoyo,Yoyo
ProjectileName.Retanimini,Retanimini
ProjectileName.RichGravestone1,Tombstone
ProjectileName.RichGravestone2,Tombstone
ProjectileName.RichGravestone3,Tombstone
ProjectileName.RichGravestone4,Tombstone
ProjectileName.RichGravestone5,Tombstone
ProjectileName.RocketFireworkBlue,Rocket
ProjectileName.RocketFireworkGreen,Rocket
ProjectileName.RocketFireworkRed,Rocket
ProjectileName.RocketFireworksBoxBlue,Rocket
ProjectileName.RocketFireworksBoxGreen,Rocket
ProjectileName.RocketFireworksBoxRed,Rocket
ProjectileName.RocketFireworksBoxYellow,Rocket
ProjectileName.RocketFireworkYellow,Rocket
ProjectileName.RocketI,Rocket
ProjectileName.RocketII,Rocket
ProjectileName.RocketIII,Rocket
ProjectileName.RocketIV,Rocket
ProjectileName.RocketSkeleton,Rocket
ProjectileName.RocketSnowmanI,Rocket
ProjectileName.RocketSnowmanII,Rocket
ProjectileName.RocketSnowmanIII,Rocket
ProjectileName.RocketSnowmanIV,Rocket
ProjectileName.RockGolemRock,Rock
ProjectileName.RollingCactus,Rolling Cactus
ProjectileName.RollingCactusSpike,Rolling Cactus Spike
ProjectileName.RopeCoil,Rope Coil
ProjectileName.RottenEgg,Rotten Egg
ProjectileName.RubyBolt,Ruby Bolt
ProjectileName.RulerStab,Ruler
ProjectileName.RuneBlast,Rune Blast
ProjectileName.SalamanderSpit,Poison Spit
ProjectileName.SandBallFalling,Sand Ball
ProjectileName.SandBallGun,Sand Ball
ProjectileName.SandnadoFriendly,Ancient Storm
ProjectileName.SandnadoHostile,Ancient Storm
ProjectileName.SandnadoHostileMark,Ancient Storm
ProjectileName.SantaBombs,Christmas Ornament
ProjectileName.SantankMountRocket,Rocket
ProjectileName.Sapling,Sapling
ProjectileName.SapphireBolt,Sapphire Bolt
ProjectileName.SaucerDeathray,Martian Deathray
ProjectileName.SaucerLaser,Saucer Laser
ProjectileName.SaucerMissile,Martian Rocket
ProjectileName.SaucerScrap,Saucer Scrap
ProjectileName.SawtoothShark,Sawtooth Shark
ProjectileName.ScarabBomb,Scarab Bomb
ProjectileName.ScutlixLaser,Laser
ProjectileName.ScutlixLaserCrosshair,Scutlix Crosshair
ProjectileName.ScutlixLaserFriendly,Scutlix Laser
ProjectileName.ScytheWhip,Dark Harvest
ProjectileName.ScytheWhipProj,Reaping
ProjectileName.Seed,Seed
ProjectileName.SeedlerNut,Seedler
ProjectileName.SeedlerThorn,Seedler
ProjectileName.SeedPlantera,Seed
ProjectileName.ShadowBeamFriendly,Shadow Beam
ProjectileName.ShadowBeamHostile,Shadow Beam
ProjectileName.ShadowFlame,Shadowflame
ProjectileName.ShadowFlameArrow,Shadowflame Arrow
ProjectileName.ShadowFlameKnife,Shadowflame Knife
ProjectileName.Shadowflames,Shadowflames
ProjectileName.ShadowJoustingLance,Shadow Jousting Lance
ProjectileName.ShadowMimic,Shadow Mimic
ProjectileName.ShadowOrb,Shadow Orb
ProjectileName.Sharknado,Sharknado
ProjectileName.SharknadoBolt,Sharknado Bolt
ProjectileName.SharkPup,Shark Pup
ProjectileName.SharpTears,Blood Thorn
ProjectileName.ShellPileFalling,Shell Pile
ProjectileName.Shroomerang,Shroomerang
ProjectileName.Shuriken,Shuriken
ProjectileName.SilkRopeCoil,Rope Coil
ProjectileName.SiltBall,Silt Ball
ProjectileName.SilverCoin,Silver Coin
ProjectileName.SilverCoinsFalling,Silver Coins
ProjectileName.SilverShortswordStab,Silver Shortsword
ProjectileName.SkeletonBone,Bone
ProjectileName.SkeletronHand,Skeletron Hand
ProjectileName.Skull,Skull
ProjectileName.SkyFracture,Sky Fracture
ProjectileName.SlimeGun,Slime Gun
ProjectileName.SlimeHook,Slime Hook
ProjectileName.SlushBall,Slush Ball
ProjectileName.SmokeBomb,Smoke Bomb
ProjectileName.Smolstar,Enchanted Dagger
ProjectileName.SniperBullet,Sniper Bullet
ProjectileName.SnowBallFriendly,Snow Ball
ProjectileName.SnowBallHostile,Snow Ball
ProjectileName.SolarCounter,Solar Radiance
ProjectileName.SolarFlareChainsaw,Solar Flare Chainsaw
ProjectileName.SolarFlareDrill,Solar Flare Drill
ProjectileName.SolarFlareRay,Solar Flare
ProjectileName.SolarWhipSword,Solar Eruption
ProjectileName.SolarWhipSwordExplosion,Solar Explosion
ProjectileName.SoulDrain,Soul Drain
ProjectileName.SoulscourgePirate,Soulscourge Pirate
ProjectileName.Spark,Spark
ProjectileName.SparkleGuitar,Stellar Tune
ProjectileName.Spazmamini,Spazmamini
ProjectileName.Spear,Spear
ProjectileName.SpearTrap,Spear
ProjectileName.SpectreWrath,Spectre Wrath
ProjectileName.SpelunkerGlowstick,Spelunker Glowstick
ProjectileName.Spider,Spider
ProjectileName.SpiderEgg,Spider Egg
ProjectileName.SpiderHiver,Spider Turret
ProjectileName.Spike,Spike
ProjectileName.SpikedSlimeSpike,Slime Spike
ProjectileName.SpikyBall,Spiky Ball
ProjectileName.SpikyBallTrap,Spiky Ball
ProjectileName.SpiritFlame,Spirit Flame
ProjectileName.SpiritHeal,Spirit Heal
ProjectileName.SporeCloud,Spore Cloud
ProjectileName.SporeGas,Spore
ProjectileName.SporeGas2,Spore
ProjectileName.SporeGas3,Spore
ProjectileName.SporeTrap,Spore
ProjectileName.SporeTrap2,Spore
ProjectileName.Squashling,Squashling
ProjectileName.Stake,Stake
ProjectileName.StarAnise,Star Anise
ProjectileName.StarCannonStar,{$ProjectileName.FallingStar}
ProjectileName.StarCloakStar,Star Cloak
ProjectileName.StardustCellMinion,Stardust Cell
ProjectileName.StardustCellMinionShot,Stardust Cell
ProjectileName.StardustChainsaw,Stardust Chainsaw
ProjectileName.StardustDragon1,Stardust Dragon
ProjectileName.StardustDragon2,Stardust Dragon
ProjectileName.StardustDragon3,Stardust Dragon
ProjectileName.StardustDragon4,Stardust Dragon
ProjectileName.StardustDrill,Stardust Drill
ProjectileName.StardustGuardian,Stardust Guardian
ProjectileName.StardustGuardianExplosion,Starburst
ProjectileName.StardustJellyfishSmall,Flow Invader
ProjectileName.StardustPunch,Stardust Guardian
ProjectileName.StardustSoldierLaser,Stardust Laser
ProjectileName.StardustTowerMark,Starmark
ProjectileName.Starfury,Starfury
ProjectileName.StarVeilStar,Star Veil
ProjectileName.StarWrath,Star Wrath
ProjectileName.StaticHook,Static Hook
ProjectileName.StickyBomb,Sticky Bomb
ProjectileName.StickyDynamite,Sticky Dynamite
ProjectileName.StickyGlowstick,Sticky Glowstick
ProjectileName.StickyGrenade,Sticky Grenade
ProjectileName.Stinger,Stinger
ProjectileName.StormTigerAttack,Desert Tiger
ProjectileName.StormTigerGem,Desert Tiger
ProjectileName.StormTigerTier1,Desert Tiger
ProjectileName.StormTigerTier2,Desert Tiger
ProjectileName.StormTigerTier3,Desert Tiger
ProjectileName.Stynger,Stynger
ProjectileName.StyngerShrapnel,Stynger
ProjectileName.Sunfury,Sunfury
ProjectileName.SuperStar,Super Star Cannon
ProjectileName.SuperStarSlash,Super Star Cannon
ProjectileName.SuspiciousTentacle,Suspicious Looking Tentacle
ProjectileName.SwordBeam,Sword Beam
ProjectileName.Swordfish,Swordfish
ProjectileName.SwordWhip,Durendal
ProjectileName.Tempest,Tempest
ProjectileName.TendonHook,Hook
ProjectileName.TerraBeam,Terra Beam
ProjectileName.Terragrim,Terragrim
ProjectileName.Terrarian,Terrarian
ProjectileName.TerrarianBeam,Terrarian
ProjectileName.TheDaoofPow,The Dao of Pow
ProjectileName.TheEyeOfCthulhu,Yoyo
ProjectileName.TheMeatball,The Meatball
ProjectileName.TheRottedFork,The Rotted Fork
ProjectileName.ThornBall,Thorn Ball
ProjectileName.ThornChakram,Thorn Chakram
ProjectileName.ThornHook,Hook
ProjectileName.ThornWhip,Snapthorn
ProjectileName.ThrowingKnife,Throwing Knife
ProjectileName.ThunderSpear,Storm Spear
ProjectileName.ThunderSpearShot,Storm Spear
ProjectileName.ThunderStaffShot,Thunder Zapper
ProjectileName.TiedEighthNote,Note
ProjectileName.TikiSpirit,Tiki Spirit
ProjectileName.TinShortswordStab,Tin Shortsword
ProjectileName.TinyEater,Tiny Eater
ProjectileName.TitaniumChainsaw,Titanium Chainsaw
ProjectileName.TitaniumDrill,Titanium Drill
ProjectileName.TitaniumStormShard,Titanium Shard
ProjectileName.TitaniumTrident,Titanium Trident
ProjectileName.Tombstone,Tombstone
ProjectileName.TopazBolt,Topaz Bolt
ProjectileName.TorchGod,The Torch God
ProjectileName.TowerDamageBolt,Released Energy
ProjectileName.ToxicBubble,Toxic Bubble
ProjectileName.ToxicCloud,Toxic Cloud
ProjectileName.ToxicCloud2,Toxic Cloud
ProjectileName.ToxicCloud3,Toxic Cloud
ProjectileName.ToxicFlask,Toxic Flask
ProjectileName.TrackHook,Track Hook
ProjectileName.Trident,Trident
ProjectileName.Truffle,Truffle
ProjectileName.TruffleSpore,Truffle Spore
ProjectileName.TungstenShortswordStab,Tungsten Shortsword
ProjectileName.Turtle,Turtle
ProjectileName.Twinkle,Twinkle
ProjectileName.Typhoon,Typhoon
ProjectileName.UFOLaser,UFO Ray
ProjectileName.UFOMinion,UFO
ProjectileName.UnholyArrow,Unholy Arrow
ProjectileName.UnholyTridentFriendly,Unholy Trident
ProjectileName.UnholyTridentHostile,Unholy Trident
ProjectileName.UnholyWater,Unholy Water
ProjectileName.ValkyrieYoyo,Yoyo
ProjectileName.Valor,Yoyo
ProjectileName.VampireFrog,Vampire Frog
ProjectileName.VampireHeal,Vampire Heal
ProjectileName.VampireKnife,Vampire Knife
ProjectileName.VenomArrow,Venom Arrow
ProjectileName.VenomBullet,Venom Bullet
ProjectileName.VenomFang,Venom Fang
ProjectileName.VenomSpider,Venom Spider
ProjectileName.ViciousPowder,Vicious Powder
ProjectileName.VilePowder,Vile Powder
ProjectileName.VilethornBase,Vilethorn
ProjectileName.VilethornTip,Vilethorn
ProjectileName.VineRopeCoil,Vine Rope Coil
ProjectileName.VolatileGelatinBall,Volatile Gelatin
ProjectileName.VoltBunny,Volt Bunny
ProjectileName.VortexAcid,Alien Goop
ProjectileName.VortexBeater,Vortex Beater
ProjectileName.VortexBeaterRocket,Vortex Rocket
ProjectileName.VortexChainsaw,Vortex Chainsaw
ProjectileName.VortexDrill,Vortex Drill
ProjectileName.VortexLaser,Vortex Laser
ProjectileName.VortexLightning,Vortex Lightning
ProjectileName.VortexVortexLightning,Vortex
ProjectileName.VortexVortexPortal,Vortex
ProjectileName.WandOfSparkingSpark,{$ProjectileName.Spark}
ProjectileName.Wasp,Wasp
ProjectileName.WaterBolt,Water Bolt
ProjectileName.WaterGun,Water Gun
ProjectileName.WaterStream,Water Stream
ProjectileName.Web,Web
ProjectileName.WebRopeCoil,Rope Coil
ProjectileName.WebSpit,Web spit
ProjectileName.WetBomb,Wet Bomb
ProjectileName.WetGrenade,Grenade
ProjectileName.WetMine,Proximity Mine
ProjectileName.WetRocket,Rocket
ProjectileName.WetSnowmanRocket,Rocket
ProjectileName.WhiteTigerPounce,Desert Tiger
ProjectileName.WireKite,Wire Kite
ProjectileName.Wisp,Wisp
ProjectileName.WoodenArrowFriendly,Wooden Arrow
ProjectileName.WoodenArrowHostile,Wooden Arrow
ProjectileName.WoodenBoomerang,Wooden Boomerang
ProjectileName.WoodHook,Wood Hook
ProjectileName.WoodYoyo,Yoyo
ProjectileName.WormHook,Hook
ProjectileName.Xenopopper,Xenopopper
ProjectileName.Yelets,Yoyo
ProjectileName.YellowCounterweight,Counterweight
ProjectileName.ZapinatorLaser,Zapinator
ProjectileName.ZephyrFish,Zephyr Fish
RandomWorldName_Adjective.Abandoned,Abandoned
RandomWorldName_Adjective.Abhorrent,Abhorrent
RandomWorldName_Adjective.Abusive,Abusive
RandomWorldName_Adjective.Adorable,Adorable
RandomWorldName_Adjective.Adventurous,Adventurous
RandomWorldName_Adjective.Ageless,Ageless
RandomWorldName_Adjective.Aggravating,Aggravating
RandomWorldName_Adjective.Aggressive,Aggressive
RandomWorldName_Adjective.Agile,Agile
RandomWorldName_Adjective.Agreeable,Agreeable
RandomWorldName_Adjective.Alert,Alert
RandomWorldName_Adjective.Alien,Alien
RandomWorldName_Adjective.Alive,Alive
RandomWorldName_Adjective.Alleged,Alleged
RandomWorldName_Adjective.Amethyst,Amethyst
RandomWorldName_Adjective.Amusing,Amusing
RandomWorldName_Adjective.Ancient,Ancient
RandomWorldName_Adjective.Angelic,Angelic
RandomWorldName_Adjective.Angry,Angry
RandomWorldName_Adjective.Annoyed,Annoyed
RandomWorldName_Adjective.Annoying,Annoying
RandomWorldName_Adjective.Anxious,Anxious
RandomWorldName_Adjective.Archaic,Archaic
RandomWorldName_Adjective.Ardent,Ardent
RandomWorldName_Adjective.Arrogant,Arrogant
RandomWorldName_Adjective.Ashamed,Ashamed
